Type,days_for_shipping_real,days_for_shipment_scheduled,benefit_per_order,Sales_per_customer,delivery_status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,customer_id,Customer Lname,Customer Password,customer_segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order_date,order_id,Order Item Cardprod Id,Order Item Discount,order_item_discount_rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,order_profit_per_order,order_region,Order State,order_status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,product_name,Product Price,Product Status,shipping_date,shipping_mode,order_datetime,shipping_datetime
PAYMENT,4,2,29.94000053,115.1699982,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Douglas,10759,Smith,XXXXXXXXX,Home Office,PR,577 Rustic Nectar Row,725,5,Golf,18.2968483,-66.37050629,LATAM,Tegucigalpa,Honduras,10759,04-10-2015 00:02,6783,627,4.800000191,0.039999999,16956,39.99000168,0.25999999,3,119.9700012,115.1699982,29.94000053,Central America,Francisco Morazán,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/14/2015 0:02,Second Class,10-04-2015 00:02,14-04-2015 00:02
PAYMENT,4,2,23.46999931,144,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8541,Smith,XXXXXXXXX,Home Office,PR,5700 Little Circle,725,5,Golf,18.29609299,-66.37050629,LATAM,Juazeiro,Brasil,8541,04-11-2017 15:49,56973,502,6,0.039999999,142502,50,0.159999996,3,150,144,23.46999931,South America,Bahía,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/15/2017 15:49,Second Class,11-04-2017 15:49,15-04-2017 15:49
PAYMENT,5,2,68.40000153,142.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,10679,Smith,XXXXXXXXX,Home Office,PR,331 Grand Orchard,725,5,Golf,18.29108048,-66.37050629,LATAM,Santo Domingo,República Dominicana,10679,4/25/2015 4:44,7824,502,7.5,0.050000001,19563,50,0.479999989,3,150,142.5,68.40000153,Caribbean,Santo Domingo,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/30/2015 4:44,Second Class,25-04-2015 04:44,30-04-2015 04:44
PAYMENT,6,2,43.65999985,139.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,3752,Vega,XXXXXXXXX,Home Office,PR,7840 Umber Sky Villas,725,5,Golf,18.2105732,-66.37058258,LATAM,Mexico City,México,3752,3/16/2017 2:54,55155,502,10.5,0.07,137932,50,0.310000002,3,150,139.5,43.65999985,Central America,Distrito Federal,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/22/2017 2:54,Second Class,16-03-2017 02:54,22-03-2017 02:54
PAYMENT,2,2,13.19999981,132,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Wayne,4673,Hodges,XXXXXXXXX,Home Office,PR,7509 Iron Concession,725,5,Golf,18.20111656,-66.37059021,LATAM,Tlaquepaque,México,4673,3/29/2015 10:33,5991,502,18,0.119999997,14921,50,0.100000001,3,150,132,13.19999981,Central America,Jalisco,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/31/2015 10:33,Second Class,29-03-2015 10:33,31-03-2015 10:33
PAYMENT,4,2,46.20000076,132,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,5367,Mccormick,XXXXXXXXX,Home Office,PR,2199 Silver Autumn Key,725,5,Golf,18.21469116,-66.37051392,LATAM,Puebla,México,5367,02-03-2015 00:28,2263,502,18,0.119999997,5671,50,0.349999994,3,150,132,46.20000076,Central America,Puebla,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,02-07-2015 00:28,Second Class,03-02-2015 00:28,07-02-2015 00:28
PAYMENT,4,2,10.43999958,130.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,5367,Mccormick,XXXXXXXXX,Home Office,PR,2199 Silver Autumn Key,725,5,Golf,18.21469116,-66.37051392,LATAM,Puebla,México,5367,02-03-2015 00:28,2263,502,19.5,0.129999995,5669,50,0.079999998,3,150,130.5,10.43999958,Central America,Puebla,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,02-07-2015 00:28,Second Class,03-02-2015 00:28,07-02-2015 00:28
PAYMENT,4,2,15.56000042,124.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,10485,Smith,XXXXXXXXX,Home Office,PR,9470 Shady View Bend,725,5,Golf,18.28425598,-66.37058258,LATAM,Mexico City,México,10485,2/18/2017 13:05,53403,502,25.5,0.170000002,133427,50,0.129999995,3,150,124.5,15.56000042,Central America,Distrito Federal,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/22/2017 13:05,Second Class,18-02-2017 13:05,22-02-2017 13:05
PAYMENT,4,2,32.86000061,99.58000183,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Ronald,9272,Blackwell,XXXXXXXXX,Home Office,PR,9366 Silent Nectar Highway,725,5,Golf,18.20666885,-66.37056732,LATAM,São Paulo,Brasil,9272,1/18/2017 19:37,51298,627,20.38999939,0.170000002,128201,39.99000168,0.330000013,3,119.9700012,99.58000183,32.86000061,South America,São Paulo,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/22/2017 19:37,Second Class,18-01-2017 19:37,22-01-2017 19:37
TRANSFER,5,4,9.600000381,240,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,647,Rios,XXXXXXXXX,Consumer,PR,4167 Stony Extension,725,5,Golf,18.35907555,-66.07783508,LATAM,Montevideo,Uruguay,647,3/13/2015 18:59,4919,502,10,0.039999999,12307,50,0.039999999,5,250,240,9.600000381,South America,Montevideo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/18/2015 18:59,Standard Class,13-03-2015 18:59,18-03-2015 18:59
TRANSFER,6,4,55.09000015,189.9499969,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Tammy,6398,Smith,XXXXXXXXX,Consumer,PR,7370 Sleepy Way,725,5,Golf,18.26378822,-66.37052918,LATAM,Buenos Aires,Argentina,6398,02-07-2017 09:47,52640,627,10,0.050000001,131580,39.99000168,0.289999992,5,199.9499969,189.9499969,55.09000015,South America,Buenos Aires,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,2/13/2017 9:47,Standard Class,07-02-2017 09:47,13-02-2017 09:47
TRANSFER,4,4,68.58999634,188.9499969,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,4209,Lara,XXXXXXXXX,Consumer,PR,1613 Broad Beach,725,5,Golf,18.20330429,-66.37052155,LATAM,São Paulo,Brasil,4209,04-03-2015 19:08,6358,627,11,0.059999999,15921,39.99000168,0.360000014,5,199.9499969,188.9499969,68.58999634,South America,São Paulo,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,04-07-2015 19:08,Standard Class,03-04-2015 19:08,07-04-2015 19:08
TRANSFER,2,4,51.97999954,236.25,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,8917,Smith,XXXXXXXXX,Consumer,PR,4992 Jagged Forest Subdivision,725,5,Golf,18.22487068,-66.37052155,LATAM,Barueri,Brasil,8917,4/13/2017 14:25,57106,502,13.75,0.059999999,142841,50,0.219999999,5,250,236.25,51.97999954,South America,São Paulo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/15/2017 14:25,Standard Class,13-04-2017 14:25,15-04-2017 14:25
TRANSFER,6,4,-23.62999916,236.25,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,7784,Smith,XXXXXXXXX,Consumer,PR,3216 Red Glade,725,5,Golf,18.25061035,-66.37062836,LATAM,Arapongas,Brasil,7784,04-02-2015 03:33,6245,502,13.75,0.059999999,15634,50,-0.100000001,5,250,236.25,-23.62999916,South America,Paraná,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,04-08-2015 03:33,Standard Class,02-04-2015 03:33,08-04-2015 03:33
TRANSFER,2,4,66.88999939,136.5,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Christina,1425,Harvey,XXXXXXXXX,Consumer,PR,3481 Crystal Campus,725,5,Golf,18.27340317,-66.37052155,LATAM,Camagüey,Cuba,1425,1/31/2017 11:43,52166,642,13.5,0.090000004,130341,30,0.49000001,5,150,136.5,66.88999939,Caribbean,Camagüey,PENDING,,642,29,,http://images.acmesports.sports/Columbia+Men%27s+PFG+Anchor+Tough+T-Shirt,Columbia Men's PFG Anchor Tough T-Shirt,30,0,02-02-2017 11:43,Standard Class,31-01-2017 11:43,02-02-2017 11:43
TRANSFER,3,4,11.46000004,181.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,2737,Smith,XXXXXXXXX,Consumer,PR,5424 Rustic Anchor Boulevard,725,5,Golf,18.29137993,-66.3705368,LATAM,Las Tunas,Cuba,2737,3/30/2017 23:12,56172,627,18,0.090000004,140494,39.99000168,0.059999999,5,199.9499969,181.9499969,11.46000004,Caribbean,Las Tunas,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,04-02-2017 23:12,Standard Class,30-03-2017 23:12,02-04-2017 23:12
TRANSFER,5,4,22.5,225,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6428,Smith,XXXXXXXXX,Consumer,PR,3567 Heather Knoll,725,5,Golf,18.24738884,-66.37057495,LATAM,Santo Domingo,República Dominicana,6428,3/25/2017 23:02,55829,502,25,0.100000001,139611,50,0.100000001,5,250,225,22.5,Caribbean,Santo Domingo,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/30/2017 23:02,Standard Class,25-03-2017 23:02,30-03-2017 23:02
TRANSFER,4,4,67.5,225,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Alexander,6543,Smith,XXXXXXXXX,Consumer,PR,7958 Thunder Apple Street,725,5,Golf,18.27920532,-66.37055206,LATAM,Tepic,México,6543,02-05-2017 01:01,52478,502,25,0.100000001,131161,50,0.300000012,5,250,225,67.5,Central America,Nayarit,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,02-09-2017 01:01,Standard Class,05-02-2017 01:01,09-02-2017 01:01
TRANSFER,3,4,78.27999878,173.9600067,Advance shipping,0,29,Shop By Sport,Guayama,Puerto Rico,XXXXXXXXX,Sandra,3990,Smith,XXXXXXXXX,Consumer,PR,6496 Harvest Highlands,784,5,Golf,17.98249054,-66.1126709,LATAM,San Miguelito,Panamá,3990,4/15/2017 14:04,57242,627,25.98999977,0.129999995,143183,39.99000168,0.449999988,5,199.9499969,173.9600067,78.27999878,Central America,Panamá,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/18/2017 14:04,Standard Class,15-04-2017 14:04,18-04-2017 14:04
TRANSFER,3,4,104.4000015,217.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Ruth,8524,Farrell,XXXXXXXXX,Consumer,PR,1453 Lazy Cider Hill,725,5,Golf,18.24496079,-66.3705368,LATAM,Ixtapaluca,México,8524,2/15/2015 18:40,3137,502,32.5,0.129999995,7805,50,0.479999989,5,250,217.5,104.4000015,Central America,México,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/18/2015 18:40,Standard Class,15-02-2015 18:40,18-02-2015 18:40
TRANSFER,3,4,47.84999847,217.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9204,Harris,XXXXXXXXX,Consumer,PR,8713 Quaking Abbey,725,5,Golf,18.28453636,-66.37060547,LATAM,Maceió,Brasil,9204,5/27/2017 16:48,60127,502,32.5,0.129999995,150464,50,0.219999999,5,250,217.5,47.84999847,South America,Alagoas,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/30/2017 16:48,Standard Class,27-05-2017 16:48,30-05-2017 16:48
TRANSFER,4,4,44.18999863,169.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Lauren,11761,Coleman,XXXXXXXXX,Consumer,PR,1285 Noble Pointe,725,5,Golf,18.28339195,-66.37051392,LATAM,David,Panamá,11761,2/25/2015 20:46,3828,627,29.98999977,0.150000006,9521,39.99000168,0.25999999,5,199.9499969,169.9600067,44.18999863,Central America,Chiriquí,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,03-01-2015 20:46,Standard Class,25-02-2015 20:46,01-03-2015 20:46
TRANSFER,2,4,8.5,212.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9554,Hayes,XXXXXXXXX,Consumer,PR,6314 Honey Canyon,725,5,Golf,18.22172546,-66.37059021,LATAM,Belo Horizonte,Brasil,9554,5/31/2017 11:33,60386,502,37.5,0.150000006,151122,50,0.039999999,5,250,212.5,8.5,South America,Minas Gerais,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,06-02-2017 11:33,Standard Class,31-05-2017 11:33,02-06-2017 11:33
TRANSFER,4,4,83.98000336,167.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,5118,Smith,XXXXXXXXX,Consumer,PR,1388 Blue Turnabout,725,5,Golf,18.25333214,-66.37051392,LATAM,Santiago de Cuba,Cuba,5118,1/15/2015 4:32,973,627,31.98999977,0.159999996,2420,39.99000168,0.5,5,199.9499969,167.9600067,83.98000336,Caribbean,Santiago de Cuba,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/19/2015 4:32,Standard Class,15-01-2015 04:32,19-01-2015 04:32
TRANSFER,5,4,70.13999939,207.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Gregory,5506,Smith,XXXXXXXXX,Consumer,PR,1122 Old Fox Lookout,725,5,Golf,18.22976875,-66.37052918,LATAM,San Pedro Sula,Honduras,5506,4/26/2017 15:16,57999,502,42.5,0.170000002,145119,50,0.340000004,5,250,207.5,70.13999939,Central America,Cortés,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,05-01-2017 15:16,Standard Class,26-04-2017 15:16,01-05-2017 15:16
TRANSFER,6,4,72.62999725,207.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,1423,Day,XXXXXXXXX,Consumer,PR,257 Iron Elk Maze,725,5,Golf,18.22978401,-66.37054443,LATAM,Lima,Perú,1423,03-07-2017 19:12,54585,502,42.5,0.170000002,136527,50,0.349999994,5,250,207.5,72.62999725,South America,Lima (ciudad),PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,3/13/2017 19:12,Standard Class,07-03-2017 19:12,13-03-2017 19:12
TRANSFER,4,4,-140,200,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,138,Dawson,XXXXXXXXX,Consumer,PR,9544 Noble Spring Route,725,5,Golf,18.22758102,-66.04357147,LATAM,Holguín,Cuba,138,4/20/2017 18:47,57598,502,50,0.200000003,144075,50,-0.699999988,5,250,200,-140,Caribbean,Holguín,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,4/24/2017 18:47,Standard Class,20-04-2017 18:47,24-04-2017 18:47
TRANSFER,5,4,-32.59999847,200,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,6360,Phillips,XXXXXXXXX,Consumer,PR,7094 Misty Wynd,725,5,Golf,18.22297287,-66.37059021,LATAM,Orizaba,México,6360,03-03-2017 06:14,54274,502,50,0.200000003,135699,50,-0.159999996,5,250,200,-32.59999847,Central America,Veracruz,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,03-08-2017 06:14,Standard Class,03-03-2017 06:14,08-03-2017 06:14
TRANSFER,4,4,68.98000336,149.9600067,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Ronald,2053,Smith,XXXXXXXXX,Consumer,PR,1025 Colonial Plaza,725,5,Golf,18.24120712,-66.37050629,LATAM,Managua,Nicaragua,2053,06-04-2017 16:06,60673,627,49.99000168,0.25,151869,39.99000168,0.460000008,5,199.9499969,149.9600067,68.98000336,Central America,Managua,PENDING,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,06-08-2017 16:06,Standard Class,04-06-2017 16:06,08-06-2017 16:06
TRANSFER,3,4,-11.81000042,187.5,Advance shipping,0,24,Women's Apparel,Juana Diaz,Puerto Rico,XXXXXXXXX,Mary,10344,Smith,XXXXXXXXX,Consumer,PR,2839 Grand Timber Canyon,795,5,Golf,18.05199051,-66.50184631,LATAM,Villahermosa,México,10344,5/16/2017 21:33,59387,502,62.5,0.25,148673,50,-0.059999999,5,250,187.5,-11.81000042,Central America,Tabasco,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/19/2017 21:33,Standard Class,16-05-2017 21:33,19-05-2017 21:33
TRANSFER,6,4,52.5,187.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Tammy,6398,Smith,XXXXXXXXX,Consumer,PR,7370 Sleepy Way,725,5,Golf,18.26378822,-66.37052918,LATAM,Buenos Aires,Argentina,6398,02-07-2017 09:47,52640,502,62.5,0.25,131577,50,0.280000001,5,250,187.5,52.5,South America,Buenos Aires,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,2/13/2017 9:47,Standard Class,07-02-2017 09:47,13-02-2017 09:47
TRANSFER,3,4,91.87999725,187.5,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,3375,Sanchez,XXXXXXXXX,Consumer,PR,6174 Wishing Front,725,5,Golf,18.20664215,-66.37052918,LATAM,Quixadá,Brasil,3375,5/27/2015 1:32,10007,502,62.5,0.25,24992,50,0.49000001,5,250,187.5,91.87999725,South America,Ceará,PENDING,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,5/30/2015 1:32,Standard Class,27-05-2015 01:32,30-05-2015 01:32
TRANSFER,5,4,29.69000053,237.5500031,Late delivery,1,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Melissa,1339,Mack,XXXXXXXXX,Consumer,PR,9447 Dusty Gate Centre,725,6,Outdoors,18.27825165,-66.37059784,LATAM,Mejicanos,El Salvador,1339,3/28/2017 5:20,55984,818,2.400000095,0.01,139976,47.99000168,0.129999995,5,239.9499969,237.5500031,29.69000053,Central America,San Salvador,PENDING,,818,37,,http://images.acmesports.sports/Titleist+Pro+V1x+Golf+Balls,Titleist Pro V1x Golf Balls,47.99000168,0,04-02-2017 05:20,Standard Class,28-03-2017 05:20,02-04-2017 05:20
TRANSFER,4,4,73.69999695,153.5500031,Shipping on time,0,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Alexander,6543,Smith,XXXXXXXXX,Consumer,PR,7958 Thunder Apple Street,725,6,Outdoors,18.27920532,-66.37055206,LATAM,Tepic,México,6543,02-05-2017 01:01,52478,825,6.400000095,0.039999999,131164,31.98999977,0.479999989,5,159.9499969,153.5500031,73.69999695,Central America,Nayarit,PENDING,,825,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Tennessee+Titans+Golf...,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,0,02-09-2017 01:01,Standard Class,05-02-2017 01:01,09-02-2017 01:01
TRANSFER,6,4,-79.19000244,395.9599915,Late delivery,1,38,Kids' Golf Clubs,Guayama,Puerto Rico,XXXXXXXXX,Sandra,3990,Smith,XXXXXXXXX,Consumer,PR,6496 Harvest Highlands,784,6,Outdoors,17.98249054,-66.1126709,LATAM,Mixco,Guatemala,3990,05-02-2017 03:00,58375,306,53.99000168,0.119999997,146090,89.98999786,-0.200000003,5,449.9500122,395.9599915,-79.19000244,Central America,Guatemala,PENDING,,306,38,,http://images.acmesports.sports/Polar+FT4+Heart+Rate+Monitor,Polar FT4 Heart Rate Monitor,89.98999786,0,05-08-2017 03:00,Standard Class,02-05-2017 03:00,08-05-2017 03:00
TRANSFER,4,4,34.84999847,124.4599991,Shipping on time,0,44,Hunting & Shooting,Caguas,Puerto Rico,XXXXXXXXX,Mary,7247,Smith,XXXXXXXXX,Consumer,PR,6401 Shady Embers Farms,725,7,Fan Shop,18.22776032,-66.37059021,LATAM,Nueva Gerona,Cuba,7247,04-03-2017 23:53,56448,977,25.48999977,0.170000002,141192,29.98999977,0.280000001,5,149.9499969,124.4599991,34.84999847,Caribbean,Isla de la Juventud,PENDING,,977,44,,http://images.acmesports.sports/ENO+Atlas+Hammock+Straps,ENO Atlas Hammock Straps,29.98999977,0,04-07-2017 23:53,Standard Class,03-04-2017 23:53,07-04-2017 23:53
TRANSFER,2,4,74.08999634,284.9500122,Advance shipping,0,3,Baseball & Softball,Caguas,Puerto Rico,XXXXXXXXX,Maria,1273,Evans,XXXXXXXXX,Consumer,PR,595 Indian Path,725,2,Fitness,18.2362442,-66.37062073,LATAM,Buenos Aires,Argentina,1273,4/30/2015 23:49,8221,44,15,0.050000001,20537,59.99000168,0.25999999,5,299.9500122,284.9500122,74.08999634,South America,Buenos Aires,PROCESSING,,44,3,,http://images.acmesports.sports/adidas+Men%27s+F10+Messi+TRX+FG+Soccer+Cleat,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,0,05-02-2015 23:49,Standard Class,30-04-2015 23:49,02-05-2015 23:49
TRANSFER,5,4,149.9900055,499.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Eugene,6277,Smith,XXXXXXXXX,Consumer,PR,1820 Noble Elk Harbour,725,3,Footwear,18.21949196,-66.37052918,LATAM,Chimaltenango,Guatemala,6277,4/27/2017 3:32,58034,191,0,0,145203,99.98999786,0.300000012,5,499.9500122,499.9500122,149.9900055,Central America,Chimaltenango,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,05-02-2017 03:32,Standard Class,27-04-2017 03:32,02-05-2017 03:32
TRANSFER,4,4,-18.80999947,494.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,James,7701,Lawson,XXXXXXXXX,Consumer,PR,1577 Green Vista,725,3,Footwear,18.25289154,-66.37058258,LATAM,Villa Nueva,Guatemala,7701,02-02-2015 03:27,2203,191,5,0.01,5525,99.98999786,-0.039999999,5,499.9500122,494.9500122,-18.80999947,Central America,Guatemala,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,02-06-2015 03:27,Standard Class,02-02-2015 03:27,06-02-2015 03:27
TRANSFER,5,4,140.6399994,484.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,John,4126,Stokes,XXXXXXXXX,Consumer,PR,9920 Little Lane,725,3,Footwear,18.22985077,-66.37062073,LATAM,Quito,Ecuador,4126,2/13/2017 16:05,53069,191,15,0.029999999,132642,99.98999786,0.289999992,5,499.9500122,484.9500122,140.6399994,South America,Pichincha,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,2/18/2017 16:05,Standard Class,13-02-2017 16:05,18-02-2017 16:05
TRANSFER,2,4,36,479.9500122,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Mary,9528,Flores,XXXXXXXXX,Consumer,PR,3089 Gentle Horse Chase,725,3,Footwear,18.22190094,-66.37052155,LATAM,Managua,Nicaragua,9528,5/27/2017 23:28,60146,191,20,0.039999999,150522,99.98999786,0.079999998,5,499.9500122,479.9500122,36,Central America,Managua,PROCESSING,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/29/2017 23:28,Standard Class,27-05-2017 23:28,29-05-2017 23:28
